orig_image,mask_image
images\Rchannel5_202402032350591761502_@003635.bmp,masks\Rchannel5_202402032350591761502_@003635.bmp
images\Rchannel5_202402032350591761502_@003901.bmp,masks\Rchannel5_202402032350591761502_@003901.bmp
images\Rchannel5_202402032350591761502_@004087.bmp,masks\Rchannel5_202402032350591761502_@004087.bmp
images\Rchannel5_202402032350591761502_@004492.bmp,masks\Rchannel5_202402032350591761502_@004492.bmp
images\Rchannel5_202402032350591761502_@004645.bmp,masks\Rchannel5_202402032350591761502_@004645.bmp
images\Rchannel5_202402032350591761502_@004830.bmp,masks\Rchannel5_202402032350591761502_@004830.bmp
images\Rchannel5_202402032350591761502_@004931.bmp,masks\Rchannel5_202402032350591761502_@004931.bmp
images\Rchannel5_202402032350591761502_@018580.bmp,masks\Rchannel5_202402032350591761502_@018580.bmp
images\Rchannel5_202402032350591761502_@018765.bmp,masks\Rchannel5_202402032350591761502_@018765.bmp
images\Rchannel5_202402032350591761502_@019878.bmp,masks\Rchannel5_202402032350591761502_@019878.bmp
images\Rchannel5_202402032350591761502_@020716.bmp,masks\Rchannel5_202402032350591761502_@020716.bmp
images\Rchannel5_202402032350591761502_@021927.bmp,masks\Rchannel5_202402032350591761502_@021927.bmp
images\Rchannel5_202402032350591761502_@022668.bmp,masks\Rchannel5_202402032350591761502_@022668.bmp
images\Rchannel5_202402032350591761502_@022764.bmp,masks\Rchannel5_202402032350591761502_@022764.bmp
images\Rchannel5_202402032350591761502_@022853.bmp,masks\Rchannel5_202402032350591761502_@022853.bmp
images\Rchannel5_202402032350591761502_@023039.bmp,masks\Rchannel5_202402032350591761502_@023039.bmp
images\Rchannel5_202402032350591761502_@023600.bmp,masks\Rchannel5_202402032350591761502_@023600.bmp
images\Rchannel5_202402032350591761502_@024241.bmp,masks\Rchannel5_202402032350591761502_@024241.bmp
images\Rchannel5_202402032350591761502_@024618.bmp,masks\Rchannel5_202402032350591761502_@024618.bmp
images\Rchannel5_202402032350591761502_@024897.bmp,masks\Rchannel5_202402032350591761502_@024897.bmp
images\Rchannel5_202402032350591761502_@025072.bmp,masks\Rchannel5_202402032350591761502_@025072.bmp
images\Rchannel5_202402032350591761502_@062707.bmp,masks\Rchannel5_202402032350591761502_@062707.bmp
images\Rchannel5_202402032350591761502_@066144.bmp,masks\Rchannel5_202402032350591761502_@066144.bmp
images\Rchannel5_202402032350591761502_@070418.bmp,masks\Rchannel5_202402032350591761502_@070418.bmp
images\Rchannel5_202402032350591761502_@076178.bmp,masks\Rchannel5_202402032350591761502_@076178.bmp
images\Rchannel5_202402032350591761502_@076642.bmp,masks\Rchannel5_202402032350591761502_@076642.bmp
images\Rchannel5_202402032350591761502_@079429.bmp,masks\Rchannel5_202402032350591761502_@079429.bmp
images\Rchannel5_202402032350591761502_@079883.bmp,masks\Rchannel5_202402032350591761502_@079883.bmp
images\Rchannel5_202402032350591761502_@079987.bmp,masks\Rchannel5_202402032350591761502_@079987.bmp
images\Rchannel5_202402032350591761502_@081281.bmp,masks\Rchannel5_202402032350591761502_@081281.bmp
images\Rchannel5_202402032350591761502_@082040.bmp,masks\Rchannel5_202402032350591761502_@082040.bmp
images\Rchannel5_202402032350591761502_@082588.bmp,masks\Rchannel5_202402032350591761502_@082588.bmp
images\Rchannel5_202402032350591761502_@087419.bmp,masks\Rchannel5_202402032350591761502_@087419.bmp
images\Rchannel5_202402032350591761502_@090020.bmp,masks\Rchannel5_202402032350591761502_@090020.bmp
images\Rchannel5_202402032350591761502_@090299.bmp,masks\Rchannel5_202402032350591761502_@090299.bmp
images\Rchannel7_202402032351092651784_@023503.bmp,masks\Rchannel7_202402032351092651784_@023503.bmp
images\Rchannel7_202402032351092651784_@023517.bmp,masks\Rchannel7_202402032351092651784_@023517.bmp
images\Rchannel7_202402032351092651784_@023597.bmp,masks\Rchannel7_202402032351092651784_@023597.bmp
images\Rchannel7_202402032351092651784_@023606.bmp,masks\Rchannel7_202402032351092651784_@023606.bmp
images\Rchannel7_202402032351092651784_@023607.bmp,masks\Rchannel7_202402032351092651784_@023607.bmp
images\Rchannel7_202402032351092651784_@023650.bmp,masks\Rchannel7_202402032351092651784_@023650.bmp
images\Rchannel7_202402032351092651784_@023880.bmp,masks\Rchannel7_202402032351092651784_@023880.bmp
images\Rchannel7_202402032351092651784_@023922.bmp,masks\Rchannel7_202402032351092651784_@023922.bmp
images\Rchannel7_202402032351092651784_@024044.bmp,masks\Rchannel7_202402032351092651784_@024044.bmp
images\Rchannel7_202402032351092651784_@024049.bmp,masks\Rchannel7_202402032351092651784_@024049.bmp
images\Rchannel7_202402032351092651784_@024062.bmp,masks\Rchannel7_202402032351092651784_@024062.bmp
images\Rchannel7_202402032351092651784_@024069.bmp,masks\Rchannel7_202402032351092651784_@024069.bmp
images\Rchannel7_202402032351092651784_@024075.bmp,masks\Rchannel7_202402032351092651784_@024075.bmp
images\Rchannel7_202402032351092651784_@024140.bmp,masks\Rchannel7_202402032351092651784_@024140.bmp
images\Rchannel7_202402032351092651784_@024185.bmp,masks\Rchannel7_202402032351092651784_@024185.bmp
images\Rchannel7_202402032351092651784_@024286.bmp,masks\Rchannel7_202402032351092651784_@024286.bmp
images\Rchannel7_202402032351092651784_@024616.bmp,masks\Rchannel7_202402032351092651784_@024616.bmp
images\Rchannel7_202402032351092651784_@024803.bmp,masks\Rchannel7_202402032351092651784_@024803.bmp
images\Rchannel7_202402032351092651784_@024852.bmp,masks\Rchannel7_202402032351092651784_@024852.bmp
images\Rchannel7_202402032351092651784_@025732.bmp,masks\Rchannel7_202402032351092651784_@025732.bmp
images\Rchannel7_202402032351092651784_@025790.bmp,masks\Rchannel7_202402032351092651784_@025790.bmp
images\Rchannel7_202402032351092651784_@028427.bmp,masks\Rchannel7_202402032351092651784_@028427.bmp
images\Rchannel7_202402032351092651784_@039764.bmp,masks\Rchannel7_202402032351092651784_@039764.bmp
images\Rchannel7_202402032351092651784_@041529.bmp,masks\Rchannel7_202402032351092651784_@041529.bmp
images\Rchannel7_202402032351092651784_@043586.bmp,masks\Rchannel7_202402032351092651784_@043586.bmp
images\Rchannel7_202402032351092651784_@047760.bmp,masks\Rchannel7_202402032351092651784_@047760.bmp
images\Rchannel7_202402032351092651784_@049334.bmp,masks\Rchannel7_202402032351092651784_@049334.bmp
images\Rchannel7_202402032351092651784_@050404.bmp,masks\Rchannel7_202402032351092651784_@050404.bmp
images\Rchannel7_202402032351092651784_@052518.bmp,masks\Rchannel7_202402032351092651784_@052518.bmp
images\Rchannel7_202402032351092651784_@053691.bmp,masks\Rchannel7_202402032351092651784_@053691.bmp
images\Rchannel7_202402032351092651784_@074881.bmp,masks\Rchannel7_202402032351092651784_@074881.bmp
images\Rchannel7_202402032351092651784_@075007.bmp,masks\Rchannel7_202402032351092651784_@075007.bmp
images\Rchannel7_202402032351092651784_@080927.bmp,masks\Rchannel7_202402032351092651784_@080927.bmp
images\Rchannel7_202402032351092651784_@081949.bmp,masks\Rchannel7_202402032351092651784_@081949.bmp
images\Rchannel7_202402032351092651784_@083424.bmp,masks\Rchannel7_202402032351092651784_@083424.bmp
images\Rchannel7_202402032351092651784_@084541.bmp,masks\Rchannel7_202402032351092651784_@084541.bmp
images\Rchannel7_202402032351092651784_@085052.bmp,masks\Rchannel7_202402032351092651784_@085052.bmp
images\Rchannel7_202402032351092651784_@086306.bmp,masks\Rchannel7_202402032351092651784_@086306.bmp
images\revert_horizontal_ch6_20221228193446_20221228203446@074258.bmp,masks\revert_horizontal_ch6_20221228193446_20221228203446@074258.bmp
images\revert_horizontal_Rchannel5_202401291942061759448_@017907.bmp,masks\revert_horizontal_Rchannel5_202401291942061759448_@017907.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@003888.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@003888.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@012407.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@012407.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@017962.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@017962.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@034984.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@034984.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@042592.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@042592.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@062962.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@062962.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@065184.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@065184.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@075011.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@075011.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@080554.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@080554.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@097035.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@097035.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@106844.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@106844.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@129439.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@129439.bmp
images\revert_vertical_ch10_20221228193446_20221228203446@141665.bmp,masks\revert_vertical_ch10_20221228193446_20221228203446@141665.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@005740.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@005740.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@009721.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@009721.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@009907.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@009907.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@027036.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@027036.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@069349.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@069349.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@076571.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@076571.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@076660.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@076660.bmp
images\revert_vertical_ch10_20221229163446_20221229173446_@088145.bmp,masks\revert_vertical_ch10_20221229163446_20221229173446_@088145.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@009606.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@009606.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@009885.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@009885.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@010288.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@010288.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@011261.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@011261.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@013316.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@013316.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@017884.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@017884.bmp
images\revert_vertical_ch10_20221229173446_20221229183446@018489.bmp,masks\revert_vertical_ch10_20221229173446_20221229183446@018489.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@009259.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@009259.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@021296.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@021296.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@022314.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@022314.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@022870.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@022870.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@023797.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@023797.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@023981.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@023981.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@030831.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@030831.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@053795.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@053795.bmp
images\revert_vertical_ch10_20230228192817_20230228202817@063332.bmp,masks\revert_vertical_ch10_20230228192817_20230228202817@063332.bmp
images\revert_vertical_ch10_20230309202847_20230309212847@001388.bmp,masks\revert_vertical_ch10_20230309202847_20230309212847@001388.bmp
images\revert_vertical_ch10_20230309202847_20230309212847@005662.bmp,masks\revert_vertical_ch10_20230309202847_20230309212847@005662.bmp
images\revert_vertical_ch10_20230309202847_20230309212847@008055.bmp,masks\revert_vertical_ch10_20230309202847_20230309212847@008055.bmp
images\revert_vertical_ch10_20230309202847_20230309212847@010833.bmp,masks\revert_vertical_ch10_20230309202847_20230309212847@010833.bmp
images\revert_vertical_ch10_20230309202847_20230309212847@017174.bmp,masks\revert_vertical_ch10_20230309202847_20230309212847@017174.bmp
images\revert_vertical_ch10_20230523180211_20230523190211@000555.bmp,masks\revert_vertical_ch10_20230523180211_20230523190211@000555.bmp
images\revert_vertical_ch10_20230523180211_20230523190211@004258.bmp,masks\revert_vertical_ch10_20230523180211_20230523190211@004258.bmp
images\revert_vertical_ch10_20230523180211_20230523190211@007405.bmp,masks\revert_vertical_ch10_20230523180211_20230523190211@007405.bmp
images\revert_vertical_ch10_20230523180211_20230523190211@031472.bmp,masks\revert_vertical_ch10_20230523180211_20230523190211@031472.bmp
images\revert_vertical_ch10_20230523180211_20230523190211@057390.bmp,masks\revert_vertical_ch10_20230523180211_20230523190211@057390.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@013148.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@013148.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@013703.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@013703.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@017065.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@017065.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@021851.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@021851.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@072591.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@072591.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@081850.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@081850.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@089443.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@089443.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@116850.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@116850.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@166294.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@166294.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@167591.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@167591.bmp
images\revert_vertical_ch11_20221228193446_20221228203446@170183.bmp,masks\revert_vertical_ch11_20221228193446_20221228203446@170183.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@002962.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@002962.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@003887.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@003887.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@004443.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@004443.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@005091.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@005091.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@013144.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@013144.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@047762.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@047762.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@069607.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@069607.bmp
images\revert_vertical_ch11_20221229123446_20221229133446_@085991.bmp,masks\revert_vertical_ch11_20221229123446_20221229133446_@085991.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@000036.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@000036.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@001018.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@001018.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@005101.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@005101.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@007036.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@007036.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@007222.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@007222.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@007594.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@007594.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@007870.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@007870.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@010276.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@010276.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@010556.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@010556.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@011944.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@011944.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@012592.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@012592.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@013240.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@013240.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@014814.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@014814.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@019444.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@019444.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@021944.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@021944.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@024073.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@024073.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@028700.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@028700.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@029444.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@029444.bmp
images\revert_vertical_ch11_20230228192817_20230228202817@033055.bmp,masks\revert_vertical_ch11_20230228192817_20230228202817@033055.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@001596.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@001596.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@003706.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@003706.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@007960.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@007960.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@008516.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@008516.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@016939.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@016939.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@023881.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@023881.bmp
images\revert_vertical_ch11_20230309202847_20230309212847@030565.bmp,masks\revert_vertical_ch11_20230309202847_20230309212847@030565.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@001203.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@001203.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@005831.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@005831.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@005924.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@005924.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@051306.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@051306.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@051375.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@051375.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@051502.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@051502.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@064236.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@064236.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@064355.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@064355.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@064817.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@064817.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@065224.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@065224.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@065239.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@065239.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@065311.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@065311.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@065313.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@065313.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@065986.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@065986.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@066598.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@066598.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@067017.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@067017.bmp
images\revert_vertical_ch11_20230523180211_20230523190211@072844.bmp,masks\revert_vertical_ch11_20230523180211_20230523190211@072844.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@000740.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@000740.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@004258.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@004258.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@004998.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@004998.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@007960.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@007960.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@010552.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@010552.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@011848.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@011848.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@016291.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@016291.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@024252.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@024252.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@024992.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@024992.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@025733.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@025733.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@027399.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@027399.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@027955.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@027955.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@028889.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@028889.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@029992.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@029992.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@032048.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@032048.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@032398.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@032398.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@035360.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@035360.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@036100.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@036100.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@041654.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@041654.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@047393.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@047393.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@050264.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@050264.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@053503.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@053503.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@056835.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@056835.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@059057.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@059057.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@059983.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@059983.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@060540.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@060540.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@060908.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@060908.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@061448.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@061448.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@062759.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@062759.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@064241.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@064241.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@065351.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@065351.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@072201.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@072201.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@073867.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@073867.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@076616.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@076616.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@082939.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@082939.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@084790.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@084790.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@096083.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@096083.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@117189.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@117189.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@131613.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@131613.bmp
images\revert_vertical_ch12_20221228193446_20221228203446@134406.bmp,masks\revert_vertical_ch12_20221228193446_20221228203446@134406.bmp
images\revert_vertical_ch12_20221228213446_20221228223446_@021295.bmp,masks\revert_vertical_ch12_20221228213446_20221228223446_@021295.bmp
images\revert_vertical_ch12_20221228213446_20221228223446_@021665.bmp,masks\revert_vertical_ch12_20221228213446_20221228223446_@021665.bmp
images\revert_vertical_ch12_20221228213446_20221228223446_@022036.bmp,masks\revert_vertical_ch12_20221228213446_20221228223446_@022036.bmp
images\revert_vertical_ch12_20221228213446_20221228223446_@046016.bmp,masks\revert_vertical_ch12_20221228213446_20221228223446_@046016.bmp
images\revert_vertical_ch12_20221228213446_20221228223446_@048516.bmp,masks\revert_vertical_ch12_20221228213446_20221228223446_@048516.bmp
images\revert_vertical_ch12_20230523180211_20230523190211@000648.bmp,masks\revert_vertical_ch12_20230523180211_20230523190211@000648.bmp
